クレヨン,0,0,10,名詞,一般,ユーザー辞書,*,*,*,クレヨン,クレヨン,クレヨン,クレヨン
焼肉定食,0,0,10,名詞,一般,ユーザー辞書,*,*,*,焼肉定食,焼肉定食,焼肉定食,焼肉定食
じゃじゃりパーク,0,0,10,名詞,一般,ユーザー辞書,*,*,*,じゃじゃりパーク,じゃじゃりパーク,じゃじゃりパーク,じゃじゃりパーク
ケーキ,1285,1285,10,名詞,一般,ユーザー辞書,*,*,*,ケーキ,ケーキ,ケーキ,ケーキ
おとうふ,1285,1285,10,名詞,一般,ユーザー辞書,*,*,*,おとうふ,おとうふ,おとうふ,おとうふ
